duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,bike_type
7,2020-10-31 03:25:00,2020-10-31 03:32:00,4216,34.023392,-118.479637,4216,34.023392,-118.479637,19293,electric
3,2020-10-31 03:28:00,2020-10-31 03:31:00,4216,34.023392,-118.479637,4216,34.023392,-118.479637,20171,standard
22,2020-10-31 04:08:00,2020-10-31 04:30:00,4472,34.092602,-118.28093,4473,34.07159,-118.282288,12350,standard
9,2020-10-31 06:00:00,2020-10-31 06:09:00,4453,34.082649,-118.284393,4513,34.08371,-118.296021,20218,standard
12,2020-10-31 06:12:00,2020-10-31 06:24:00,4513,34.08371,-118.296021,4523,34.068748,-118.30928,16329,electric
7,2020-10-31 06:36:00,2020-10-31 06:43:00,4293,34.062279,-118.271523,3052,34.051102,-118.264557,5795,standard
2,2020-10-31 06:43:00,2020-10-31 06:45:00,3052,34.051102,-118.264557,3005,34.0485,-118.258537,19701,electric
76,2020-10-31 06:46:00,2020-10-31 08:02:00,3005,34.0485,-118.258537,3000,0.0,0.0,6123,standard
26,2020-10-31 06:49:00,2020-10-31 07:15:00,3035,34.048401,-118.260948,3035,34.048401,-118.260948,20127,standard
4,2020-10-31 06:55:00,2020-10-31 06:59:00,3005,34.0485,-118.258537,3006,34.04554,-118.256668,6003,standard
1,2020-10-31 06:59:00,2020-10-31 07:00:00,3005,34.0485,-118.258537,3005,34.0485,-118.258537,19701,electric
11,2020-10-31 07:00:00,2020-10-31 07:11:00,3006,34.04554,-118.256668,3005,34.0485,-118.258537,16385,electric
9,2020-10-31 07:12:00,2020-10-31 07:21:00,3005,34.0485,-118.258537,3035,34.048401,-118.260948,16385,electric
170,2020-10-31 07:28:00,2020-10-31 10:18:00,4440,34.061661,-118.298241,4454,34.017899,-118.291718,5889,standard
1,2020-10-31 07:37:00,2020-10-31 07:38:00,3005,34.0485,-118.258537,3035,34.048401,-118.260948,12399,standard
31,2020-10-31 07:39:00,2020-10-31 08:10:00,3035,34.048401,-118.260948,3035,34.048401,-118.260948,16385,electric
22,2020-10-31 07:43:00,2020-10-31 08:05:00,4293,34.062279,-118.271523,3025,34.03286,-118.268082,12160,standard
115,2020-10-31 07:44:00,2020-10-31 09:39:00,4558,34.025688,-118.395302,4558,34.025688,-118.395302,15239,standard
119,2020-10-31 07:45:00,2020-10-31 09:44:00,4563,34.017681,-118.409081,4563,34.017681,-118.409081,15226,standard
4,2020-10-31 07:53:00,2020-10-31 07:57:00,3035,34.048401,-118.260948,3047,34.039982,-118.266403,20127,standard
185,2020-10-31 08:08:00,2020-10-31 11:13:00,4540,34.04776,-118.22541,3026,34.063179,-118.24588,16387,electric
15,2020-10-31 08:10:00,2020-10-31 08:25:00,3031,34.044701,-118.252441,3066,34.063389,-118.23616,11968,standard
20,2020-10-31 08:10:00,2020-10-31 08:30:00,3035,34.048401,-118.260948,3034,34.042061,-118.263382,16385,electric
5,2020-10-31 08:12:00,2020-10-31 08:17:00,4512,34.043812,-118.264969,3011,34.04113,-118.267982,6411,standard
33,2020-10-31 08:17:00,2020-10-31 08:50:00,3011,34.04113,-118.267982,3008,34.046612,-118.262733,17039,electric
67,2020-10-31 08:19:00,2020-10-31 09:26:00,3049,34.056969,-118.253593,3049,34.056969,-118.253593,6522,standard
74,2020-10-31 08:22:00,2020-10-31 09:36:00,4204,33.988419,-118.45163,4204,33.988419,-118.45163,16886,electric
16,2020-10-31 08:30:00,2020-10-31 08:46:00,3034,34.042061,-118.263382,3006,34.04554,-118.256668,16385,electric
9,2020-10-31 08:31:00,2020-10-31 08:40:00,3026,34.063179,-118.24588,3082,34.04652,-118.237411,17163,electric
28,2020-10-31 08:33:00,2020-10-31 09:01:00,4444,34.061619,-118.305573,4493,34.090279,-118.277191,19011,electric
9,2020-10-31 08:39:00,2020-10-31 08:48:00,4456,34.052429,-118.302017,4538,34.06543,-118.308823,20242,standard
3,2020-10-31 08:45:00,2020-10-31 08:48:00,4516,34.045849,-118.254402,3005,34.0485,-118.258537,6321,standard
19,2020-10-31 08:46:00,2020-10-31 09:05:00,3006,34.04554,-118.256668,3005,34.0485,-118.258537,16385,electric
1,2020-10-31 08:49:00,2020-10-31 08:50:00,4538,34.06543,-118.308823,4523,34.068748,-118.30928,19544,electric
10,2020-10-31 08:52:00,2020-10-31 09:02:00,4523,34.068748,-118.30928,4456,34.052429,-118.302017,17350,electric
3,2020-10-31 08:58:00,2020-10-31 09:01:00,4538,34.06543,-118.308823,4523,34.068748,-118.30928,19823,electric
42,2020-10-31 09:01:00,2020-10-31 09:43:00,4523,34.068748,-118.30928,4444,34.061619,-118.305573,16329,electric
4,2020-10-31 09:01:00,2020-10-31 09:05:00,3008,34.046612,-118.262733,4512,34.043812,-118.264969,17039,electric
180,2020-10-31 09:03:00,2020-10-31 12:03:00,3033,34.040989,-118.255798,3033,34.040989,-118.255798,12447,standard
10,2020-10-31 09:03:00,2020-10-31 09:13:00,4543,33.95718,-118.451248,4543,33.95718,-118.451248,15443,standard
61,2020-10-31 09:04:00,2020-10-31 10:05:00,4214,33.99556,-118.481552,4214,33.99556,-118.481552,16209,standard
96,2020-10-31 09:05:00,2020-10-31 10:41:00,4214,33.99556,-118.481552,4214,33.99556,-118.481552,15460,standard
32,2020-10-31 09:06:00,2020-10-31 09:38:00,3005,34.0485,-118.258537,3075,34.04211,-118.256187,16385,electric
30,2020-10-31 09:07:00,2020-10-31 09:37:00,4456,34.052429,-118.302017,4558,34.025688,-118.395302,17350,electric
59,2020-10-31 09:10:00,2020-10-31 10:09:00,4214,33.99556,-118.481552,4214,33.99556,-118.481552,15262,standard
59,2020-10-31 09:10:00,2020-10-31 10:09:00,4214,33.99556,-118.481552,4214,33.99556,-118.481552,16263,standard
22,2020-10-31 09:13:00,2020-10-31 09:35:00,4524,34.06163,-118.301193,4390,34.069271,-118.296593,12154,standard
50,2020-10-31 09:15:00,2020-10-31 10:05:00,4204,33.988419,-118.45163,4210,33.984341,-118.47155,15987,standard
20,2020-10-31 09:19:00,2020-10-31 09:39:00,4210,33.984341,-118.47155,4210,33.984341,-118.47155,16051,standard
20,2020-10-31 09:19:00,2020-10-31 09:39:00,4210,33.984341,-118.47155,4210,33.984341,-118.47155,15989,standard
7,2020-10-31 09:19:00,2020-10-31 09:26:00,3027,34.04998,-118.247162,3005,34.0485,-118.258537,20179,standard
9,2020-10-31 09:27:00,2020-10-31 09:36:00,4511,34.056278,-118.231773,3037,34.034801,-118.231277,19984,standard
12,2020-10-31 09:35:00,2020-10-31 09:47:00,4544,33.928459,-118.435204,4544,33.928459,-118.435204,16198,standard
21,2020-10-31 09:35:00,2020-10-31 09:56:00,4390,34.069271,-118.296593,4304,34.06258,-118.290092,12154,standard
11,2020-10-31 09:36:00,2020-10-31 09:47:00,3049,34.056969,-118.253593,3075,34.04211,-118.256187,16437,electric
7,2020-10-31 09:38:00,2020-10-31 09:45:00,4544,33.928459,-118.435204,4544,33.928459,-118.435204,15779,standard
28,2020-10-31 09:39:00,2020-10-31 10:07:00,3075,34.04211,-118.256187,3067,34.045181,-118.250237,16385,electric
13,2020-10-31 09:45:00,2020-10-31 09:58:00,4444,34.061619,-118.305573,4524,34.06163,-118.301193,16329,electric
1194,2020-10-31 09:45:00,2020-11-01 04:39:00,4216,34.023392,-118.479637,4216,34.023392,-118.479637,20171,standard
91,2020-10-31 09:45:00,2020-10-31 11:16:00,4474,34.110031,-118.287163,4474,34.110031,-118.287163,5867,standard
1440,2020-10-31 09:49:00,2020-11-01 15:27:00,4543,33.95718,-118.451248,4543,33.95718,-118.451248,20047,standard
13,2020-10-31 09:50:00,2020-10-31 10:03:00,3077,34.039871,-118.250038,3034,34.042061,-118.263382,5866,standard
195,2020-10-31 09:51:00,2020-10-31 13:06:00,4216,34.023392,-118.479637,4216,34.023392,-118.479637,16181,standard
267,2020-10-31 09:51:00,2020-10-31 14:18:00,4543,33.95718,-118.451248,4543,33.95718,-118.451248,15443,standard
193,2020-10-31 09:52:00,2020-10-31 13:05:00,4216,34.023392,-118.479637,4216,34.023392,-118.479637,19293,electric
193,2020-10-31 09:53:00,2020-10-31 13:06:00,4216,34.023392,-118.479637,4216,34.023392,-118.479637,19736,electric
5,2020-10-31 09:54:00,2020-10-31 09:59:00,4558,34.025688,-118.395302,4563,34.017681,-118.409081,17621,electric
21,2020-10-31 09:56:00,2020-10-31 10:17:00,4304,34.06258,-118.290092,4524,34.06163,-118.301193,12154,standard
16,2020-10-31 10:00:00,2020-10-31 10:16:00,4563,34.017681,-118.409081,4205,33.993771,-118.453667,19462,electric
21,2020-10-31 10:04:00,2020-10-31 10:25:00,3037,34.034801,-118.231277,3058,34.035801,-118.23317,6454,standard
80,2020-10-31 10:05:00,2020-10-31 11:25:00,4524,34.06163,-118.301193,4401,34.075611,-118.291862,16329,electric
1,2020-10-31 10:07:00,2020-10-31 10:08:00,4227,34.0298,-118.270309,4227,34.0298,-118.270309,20035,standard
22,2020-10-31 10:07:00,2020-10-31 10:29:00,3067,34.045181,-118.250237,3005,34.0485,-118.258537,19750,electric
7,2020-10-31 10:11:00,2020-10-31 10:18:00,3005,34.0485,-118.258537,4491,34.04744,-118.24794,19701,electric
5,2020-10-31 10:13:00,2020-10-31 10:17:00,4311,34.059689,-118.294662,4410,34.063351,-118.296799,5982,standard
24,2020-10-31 10:15:00,2020-10-31 10:39:00,4227,34.0298,-118.270309,3019,34.038609,-118.260857,20035,standard
15,2020-10-31 10:15:00,2020-10-31 10:30:00,4311,34.059689,-118.294662,3056,34.03746,-118.265381,5808,standard
11,2020-10-31 10:16:00,2020-10-31 10:27:00,3075,34.04211,-118.256187,4480,34.05896,-118.250587,16437,electric
7,2020-10-31 10:18:00,2020-10-31 10:25:00,4205,33.993771,-118.453667,4210,33.984341,-118.47155,19462,electric
19,2020-10-31 10:18:00,2020-10-31 10:37:00,4491,34.04744,-118.24794,3014,34.05661,-118.237213,19009,electric
39,2020-10-31 10:24:00,2020-10-31 11:03:00,4543,33.95718,-118.451248,4210,33.984341,-118.47155,19210,electric
7,2020-10-31 10:27:00,2020-10-31 10:34:00,4210,33.984341,-118.47155,4214,33.99556,-118.481552,19462,electric
35,2020-10-31 10:29:00,2020-10-31 11:04:00,4543,33.95718,-118.451248,4210,33.984341,-118.47155,19315,electric
11,2020-10-31 10:30:00,2020-10-31 10:41:00,3005,34.0485,-118.258537,3063,34.048038,-118.253738,19750,electric
22,2020-10-31 10:34:00,2020-10-31 10:56:00,4474,34.110031,-118.287163,4493,34.090279,-118.277191,5993,standard
230,2020-10-31 10:35:00,2020-10-31 14:25:00,4214,33.99556,-118.481552,4214,33.99556,-118.481552,15262,standard
19,2020-10-31 10:35:00,2020-10-31 10:54:00,4214,33.99556,-118.481552,4215,34.014309,-118.491341,19462,electric
14,2020-10-31 10:35:00,2020-10-31 10:49:00,4210,33.984341,-118.47155,4214,33.99556,-118.481552,16051,standard
13,2020-10-31 10:36:00,2020-10-31 10:49:00,4210,33.984341,-118.47155,4214,33.99556,-118.481552,15987,standard
26,2020-10-31 10:41:00,2020-10-31 11:07:00,3019,34.038609,-118.260857,3076,34.0406,-118.253838,20035,standard
114,2020-10-31 10:41:00,2020-10-31 12:35:00,4210,33.984341,-118.47155,4210,33.984341,-118.47155,16023,standard
32,2020-10-31 10:42:00,2020-10-31 11:14:00,3063,34.048038,-118.253738,3069,34.05088,-118.248253,19750,electric
114,2020-10-31 10:42:00,2020-10-31 12:36:00,4210,33.984341,-118.47155,4210,33.984341,-118.47155,15989,standard
28,2020-10-31 10:42:00,2020-10-31 11:10:00,4214,33.99556,-118.481552,4210,33.984341,-118.47155,5904,standard
26,2020-10-31 10:43:00,2020-10-31 11:09:00,4214,33.99556,-118.481552,4210,33.984341,-118.47155,16209,standard
28,2020-10-31 10:44:00,2020-10-31 11:12:00,4524,34.06163,-118.301193,4524,34.06163,-118.301193,12154,standard
12,2020-10-31 10:50:00,2020-10-31 11:02:00,3005,34.0485,-118.258537,3006,34.04554,-118.256668,20179,standard
68,2020-10-31 10:53:00,2020-10-31 12:01:00,4204,33.988419,-118.45163,4204,33.988419,-118.45163,15970,standard
8,2020-10-31 11:02:00,2020-10-31 11:10:00,4215,34.014309,-118.491341,4216,34.023392,-118.479637,19462,electric
13,2020-10-31 11:06:00,2020-10-31 11:19:00,3014,34.05661,-118.237213,4516,34.045849,-118.254402,19009,electric
11,2020-10-31 11:09:00,2020-10-31 11:20:00,4410,34.063351,-118.296799,4410,34.063351,-118.296799,5982,standard
6,2020-10-31 11:10:00,2020-10-31 11:16:00,3076,34.0406,-118.253838,3031,34.044701,-118.252441,20035,standard
18,2020-10-31 11:10:00,2020-10-31 11:28:00,3066,34.063389,-118.23616,3027,34.04998,-118.247162,5918,standard
20,2020-10-31 11:11:00,2020-10-31 11:31:00,4490,34.053551,-118.255836,4490,34.053551,-118.255836,16342,electric
219,2020-10-31 11:11:00,2020-10-31 14:50:00,4204,33.988419,-118.45163,4204,33.988419,-118.45163,16886,electric
15,2020-10-31 11:12:00,2020-10-31 11:27:00,4524,34.06163,-118.301193,4304,34.06258,-118.290092,12154,standard
6,2020-10-31 11:14:00,2020-10-31 11:20:00,4216,34.023392,-118.479637,4215,34.014309,-118.491341,19462,electric
12,2020-10-31 11:15:00,2020-10-31 11:27:00,3069,34.05088,-118.248253,3005,34.0485,-118.258537,19750,electric
27,2020-10-31 11:15:00,2020-10-31 11:42:00,4215,34.014309,-118.491341,4210,33.984341,-118.47155,15870,standard
215,2020-10-31 11:16:00,2020-10-31 14:51:00,4204,33.988419,-118.45163,4204,33.988419,-118.45163,15761,standard
26,2020-10-31 11:16:00,2020-10-31 11:42:00,4215,34.014309,-118.491341,4210,33.984341,-118.47155,15359,standard
20,2020-10-31 11:17:00,2020-10-31 11:37:00,4473,34.07159,-118.282288,4266,34.026291,-118.277687,19819,electric
13,2020-10-31 11:20:00,2020-10-31 11:33:00,4509,34.101639,-118.309174,4523,34.068748,-118.30928,20034,standard
24,2020-10-31 11:20:00,2020-10-31 11:44:00,4210,33.984341,-118.47155,4215,34.014309,-118.491341,19315,electric
24,2020-10-31 11:20:00,2020-10-31 11:44:00,4210,33.984341,-118.47155,4215,34.014309,-118.491341,19210,electric
15,2020-10-31 11:21:00,2020-10-31 11:36:00,3031,34.044701,-118.252441,3075,34.04211,-118.256187,20035,standard
43,2020-10-31 11:22:00,2020-10-31 12:05:00,4210,33.984341,-118.47155,4210,33.984341,-118.47155,5904,standard
14,2020-10-31 11:22:00,2020-10-31 11:36:00,4215,34.014309,-118.491341,4214,33.99556,-118.481552,19462,electric
47,2020-10-31 11:26:00,2020-10-31 12:13:00,4401,34.075611,-118.291862,4410,34.063351,-118.296799,19578,electric
5,2020-10-31 11:27:00,2020-10-31 11:32:00,3005,34.0485,-118.258537,3075,34.04211,-118.256187,19750,electric
4,2020-10-31 11:27:00,2020-10-31 11:31:00,3026,34.063179,-118.24588,3078,34.064281,-118.238937,16387,electric
30,2020-10-31 11:34:00,2020-10-31 12:04:00,4523,34.068748,-118.30928,4558,34.025688,-118.395302,19544,electric
30,2020-10-31 11:35:00,2020-10-31 12:05:00,4490,34.053551,-118.255836,3005,34.0485,-118.258537,16342,electric
24,2020-10-31 11:36:00,2020-10-31 12:00:00,3075,34.04211,-118.256187,3076,34.0406,-118.253838,20035,standard
23,2020-10-31 11:37:00,2020-10-31 12:00:00,3027,34.04998,-118.247162,3066,34.063389,-118.23616,6638,standard
7,2020-10-31 11:37:00,2020-10-31 11:44:00,4214,33.99556,-118.481552,4210,33.984341,-118.47155,19462,electric
29,2020-10-31 11:37:00,2020-10-31 12:06:00,4472,34.092602,-118.28093,4474,34.110031,-118.287163,12153,standard
17,2020-10-31 11:39:00,2020-10-31 11:56:00,4405,34.051899,-118.293678,3074,34.04417,-118.261169,6608,standard
12,2020-10-31 11:40:00,2020-10-31 11:52:00,3035,34.048401,-118.260948,4518,34.057968,-118.299751,20227,standard
61,2020-10-31 11:41:00,2020-10-31 12:42:00,4204,33.988419,-118.45163,4210,33.984341,-118.47155,16167,standard
13,2020-10-31 11:41:00,2020-10-31 11:54:00,3075,34.04211,-118.256187,3035,34.048401,-118.260948,19750,electric
24,2020-10-31 11:41:00,2020-10-31 12:05:00,4426,34.149872,-118.378891,4428,34.161709,-118.372818,15996,smart
19,2020-10-31 11:42:00,2020-10-31 12:01:00,4499,34.186569,-118.388008,4499,34.186569,-118.388008,15816,smart
18,2020-10-31 11:43:00,2020-10-31 12:01:00,4401,34.075611,-118.291862,4301,34.099049,-118.291496,16329,electric
8,2020-10-31 11:44:00,2020-10-31 11:52:00,4302,34.092491,-118.291443,4406,34.101891,-118.300613,5728,standard
6,2020-10-31 11:47:00,2020-10-31 11:53:00,3078,34.064281,-118.238937,3026,34.063179,-118.24588,16387,electric
8,2020-10-31 11:48:00,2020-10-31 11:56:00,4210,33.984341,-118.47155,4204,33.988419,-118.45163,19462,electric
15,2020-10-31 11:58:00,2020-10-31 12:13:00,4204,33.988419,-118.45163,4543,33.95718,-118.451248,19462,electric
7,2020-10-31 11:58:00,2020-10-31 12:05:00,3034,34.042061,-118.263382,3064,34.046131,-118.257591,6012,standard
117,2020-10-31 11:58:00,2020-10-31 13:55:00,3074,34.04417,-118.261169,4494,34.075981,-118.256012,6608,standard
6,2020-10-31 11:59:00,2020-10-31 12:05:00,3034,34.042061,-118.263382,3064,34.046131,-118.257591,6020,standard
6,2020-10-31 12:00:00,2020-10-31 12:06:00,3063,34.048038,-118.253738,3063,34.048038,-118.253738,5991,standard
34,2020-10-31 12:01:00,2020-10-31 12:35:00,3074,34.04417,-118.261169,4494,34.075981,-118.256012,12244,standard
6,2020-10-31 12:02:00,2020-10-31 12:08:00,3076,34.0406,-118.253838,3006,34.04554,-118.256668,20035,standard
15,2020-10-31 12:05:00,2020-10-31 12:20:00,3069,34.05088,-118.248253,4491,34.04744,-118.24794,6004,standard
26,2020-10-31 12:05:00,2020-10-31 12:31:00,4446,34.05323,-118.278419,4446,34.05323,-118.278419,19996,standard
5,2020-10-31 12:06:00,2020-10-31 12:11:00,3035,34.048401,-118.260948,3032,34.049889,-118.255882,19750,electric
5,2020-10-31 12:07:00,2020-10-31 12:12:00,4558,34.025688,-118.395302,4563,34.017681,-118.409081,19544,electric
19,2020-10-31 12:07:00,2020-10-31 12:26:00,3007,34.05048,-118.254593,3067,34.045181,-118.250237,12181,standard
58,2020-10-31 12:08:00,2020-10-31 13:06:00,4273,34.02586,-118.284103,4248,34.028351,-118.288673,12366,standard
19,2020-10-31 12:09:00,2020-10-31 12:28:00,3056,34.03746,-118.265381,4304,34.06258,-118.290092,12164,standard
4,2020-10-31 12:10:00,2020-10-31 12:14:00,3035,34.048401,-118.260948,3052,34.051102,-118.264557,6404,standard
28,2020-10-31 12:11:00,2020-10-31 12:39:00,4215,34.014309,-118.491341,4215,34.014309,-118.491341,15807,standard
27,2020-10-31 12:12:00,2020-10-31 12:39:00,4211,33.984928,-118.469963,4210,33.984341,-118.47155,15573,standard
22,2020-10-31 12:12:00,2020-10-31 12:34:00,4563,34.017681,-118.409081,4211,33.984928,-118.469963,17621,electric
19,2020-10-31 12:15:00,2020-10-31 12:34:00,4410,34.063351,-118.296799,4440,34.061661,-118.298241,19578,electric
12,2020-10-31 12:16:00,2020-10-31 12:28:00,4211,33.984928,-118.469963,4202,33.991161,-118.468292,16104,standard
10,2020-10-31 12:17:00,2020-10-31 12:27:00,4211,33.984928,-118.469963,4202,33.991161,-118.468292,15238,standard
10,2020-10-31 12:17:00,2020-10-31 12:27:00,4543,33.95718,-118.451248,4544,33.928459,-118.435204,19462,electric
22,2020-10-31 12:18:00,2020-10-31 12:40:00,4491,34.04744,-118.24794,3075,34.04211,-118.256187,6409,standard
19,2020-10-31 12:19:00,2020-10-31 12:38:00,4211,33.984928,-118.469963,4210,33.984341,-118.47155,16240,standard
13,2020-10-31 12:25:00,2020-10-31 12:38:00,4211,33.984928,-118.469963,4210,33.984341,-118.47155,15980,standard
18,2020-10-31 12:27:00,2020-10-31 12:45:00,3067,34.045181,-118.250237,3005,34.0485,-118.258537,12181,standard
31,2020-10-31 12:28:00,2020-10-31 12:59:00,4205,33.993771,-118.453667,4216,34.023392,-118.479637,19595,electric
76,2020-10-31 12:29:00,2020-10-31 13:45:00,4215,34.014309,-118.491341,4215,34.014309,-118.491341,15618,standard
10,2020-10-31 12:30:00,2020-10-31 12:40:00,4544,33.928459,-118.435204,4543,33.95718,-118.451248,19462,electric
30,2020-10-31 12:31:00,2020-10-31 13:01:00,4301,34.099049,-118.291496,4302,34.092491,-118.291443,16329,electric
28,2020-10-31 12:32:00,2020-10-31 13:00:00,3006,34.04554,-118.256668,3031,34.044701,-118.252441,20035,standard
30,2020-10-31 12:33:00,2020-10-31 13:03:00,4523,34.068748,-118.30928,4538,34.06543,-118.308823,19956,electric
81,2020-10-31 12:34:00,2020-10-31 13:55:00,4558,34.025688,-118.395302,4543,33.95718,-118.451248,16235,standard
27,2020-10-31 12:35:00,2020-10-31 13:02:00,4211,33.984928,-118.469963,4215,34.014309,-118.491341,17621,electric
16,2020-10-31 12:37:00,2020-10-31 12:53:00,4454,34.017899,-118.291718,4454,34.017899,-118.291718,6369,standard
77,2020-10-31 12:38:00,2020-10-31 13:55:00,4558,34.025688,-118.395302,4543,33.95718,-118.451248,15176,standard
358,2020-10-31 12:38:00,2020-10-31 18:36:00,4205,33.993771,-118.453667,4205,33.993771,-118.453667,15337,standard
5,2020-10-31 12:40:00,2020-10-31 12:45:00,3074,34.04417,-118.261169,3005,34.0485,-118.258537,6611,standard
11,2020-10-31 12:40:00,2020-10-31 12:51:00,3075,34.04211,-118.256187,4491,34.04744,-118.24794,6409,standard
15,2020-10-31 12:41:00,2020-10-31 12:56:00,4543,33.95718,-118.451248,4204,33.988419,-118.45163,19462,electric
64,2020-10-31 12:44:00,2020-10-31 13:48:00,4440,34.061661,-118.298241,4304,34.06258,-118.290092,19578,electric
42,2020-10-31 12:44:00,2020-10-31 13:26:00,4428,34.161709,-118.372818,4426,34.149872,-118.378891,15996,smart
128,2020-10-31 12:45:00,2020-10-31 14:53:00,4568,34.029121,-118.403168,4568,34.029121,-118.403168,17381,electric
13,2020-10-31 12:46:00,2020-10-31 12:59:00,4445,34.073639,-118.251572,4493,34.090279,-118.277191,6583,standard
12,2020-10-31 12:46:00,2020-10-31 12:58:00,3005,34.0485,-118.258537,3052,34.051102,-118.264557,16342,electric
66,2020-10-31 12:49:00,2020-10-31 13:55:00,4476,34.08252,-118.27272,4494,34.075981,-118.256012,12131,standard
13,2020-10-31 12:49:00,2020-10-31 13:02:00,4568,34.029121,-118.403168,4563,34.017681,-118.409081,16073,standard
94,2020-10-31 12:54:00,2020-10-31 14:28:00,4472,34.092602,-118.28093,4478,34.10424,-118.273697,19069,electric
30,2020-10-31 12:57:00,2020-10-31 13:27:00,4220,34.074829,-118.258728,3030,34.051941,-118.24353,20131,standard
36,2020-10-31 13:00:00,2020-10-31 13:36:00,4216,34.023392,-118.479637,4568,34.029121,-118.403168,19723,electric
27,2020-10-31 13:00:00,2020-10-31 13:27:00,4220,34.074829,-118.258728,3030,34.051941,-118.24353,6129,standard
10,2020-10-31 13:00:00,2020-10-31 13:10:00,3052,34.051102,-118.264557,3000,0.0,0.0,6516,standard
5,2020-10-31 13:00:00,2020-10-31 13:05:00,4204,33.988419,-118.45163,4205,33.993771,-118.453667,15970,standard
9,2020-10-31 13:01:00,2020-10-31 13:10:00,3031,34.044701,-118.252441,4227,34.0298,-118.270309,20035,standard
2,2020-10-31 13:03:00,2020-10-31 13:05:00,3005,34.0485,-118.258537,3032,34.049889,-118.255882,6557,standard
112,2020-10-31 13:03:00,2020-10-31 14:55:00,4563,34.017681,-118.409081,4568,34.029121,-118.403168,19544,electric
34,2020-10-31 13:04:00,2020-10-31 13:38:00,4214,33.99556,-118.481552,4214,33.99556,-118.481552,15987,standard
28,2020-10-31 13:04:00,2020-10-31 13:32:00,4215,34.014309,-118.491341,4215,34.014309,-118.491341,19315,electric
31,2020-10-31 13:04:00,2020-10-31 13:35:00,4210,33.984341,-118.47155,4210,33.984341,-118.47155,15359,standard
371,2020-10-31 13:05:00,2020-10-31 19:16:00,4210,33.984341,-118.47155,4210,33.984341,-118.47155,16167,standard
16,2020-10-31 13:05:00,2020-10-31 13:21:00,3032,34.049889,-118.255882,3074,34.04417,-118.261169,19750,electric
20,2020-10-31 13:07:00,2020-10-31 13:27:00,4205,33.993771,-118.453667,4563,34.017681,-118.409081,15970,standard
12,2020-10-31 13:07:00,2020-10-31 13:19:00,3006,34.04554,-118.256668,3034,34.042061,-118.263382,20098,standard
6,2020-10-31 13:08:00,2020-10-31 13:14:00,3005,34.0485,-118.258537,3075,34.04211,-118.256187,12019,standard
5,2020-10-31 13:09:00,2020-10-31 13:14:00,4420,34.168629,-118.377068,3000,0.0,0.0,15233,smart
3,2020-10-31 13:11:00,2020-10-31 13:14:00,3078,34.064281,-118.238937,3066,34.063389,-118.23616,17565,electric
8,2020-10-31 13:13:00,2020-10-31 13:21:00,3063,34.048038,-118.253738,3042,34.049301,-118.238808,12361,standard
99,2020-10-31 13:17:00,2020-10-31 14:56:00,3066,34.063389,-118.23616,3074,34.04417,-118.261169,19568,electric
122,2020-10-31 13:17:00,2020-10-31 15:19:00,4406,34.101891,-118.300613,3049,34.056969,-118.253593,18833,electric
29,2020-10-31 13:18:00,2020-10-31 13:47:00,4452,34.102329,-118.28746,4436,34.105782,-118.291939,6274,standard
18,2020-10-31 13:19:00,2020-10-31 13:37:00,3005,34.0485,-118.258537,3014,34.05661,-118.237213,12115,standard
32,2020-10-31 13:21:00,2020-10-31 13:53:00,3074,34.04417,-118.261169,3035,34.048401,-118.260948,19750,electric
12,2020-10-31 13:22:00,2020-10-31 13:34:00,4440,34.061661,-118.298241,4405,34.051899,-118.293678,5887,standard
9,2020-10-31 13:22:00,2020-10-31 13:31:00,3066,34.063389,-118.23616,4491,34.04744,-118.24794,17565,electric
1,2020-10-31 13:22:00,2020-10-31 13:23:00,4215,34.014309,-118.491341,4215,34.014309,-118.491341,16849,electric
1,2020-10-31 13:22:00,2020-10-31 13:23:00,4215,34.014309,-118.491341,4215,34.014309,-118.491341,19210,electric
34,2020-10-31 13:27:00,2020-10-31 14:01:00,4215,34.014309,-118.491341,4210,33.984341,-118.47155,19210,electric
32,2020-10-31 13:28:00,2020-10-31 14:00:00,4215,34.014309,-118.491341,4210,33.984341,-118.47155,16849,electric
29,2020-10-31 13:29:00,2020-10-31 13:58:00,3052,34.051102,-118.264557,3005,34.0485,-118.258537,12139,standard
305,2020-10-31 13:31:00,2020-10-31 18:36:00,4293,34.062279,-118.271523,4473,34.07159,-118.282288,20063,standard
8,2020-10-31 13:31:00,2020-10-31 13:39:00,4563,34.017681,-118.409081,4558,34.025688,-118.395302,15970,standard
16,2020-10-31 13:32:00,2020-10-31 13:48:00,4493,34.090279,-118.277191,4494,34.075981,-118.256012,19011,electric
54,2020-10-31 13:32:00,2020-10-31 14:26:00,4512,34.043812,-118.264969,3074,34.04417,-118.261169,17039,electric
62,2020-10-31 13:33:00,2020-10-31 14:35:00,4214,33.99556,-118.481552,4214,33.99556,-118.481552,15460,standard
41,2020-10-31 13:34:00,2020-10-31 14:15:00,4202,33.991161,-118.468292,4543,33.95718,-118.451248,15514,standard
41,2020-10-31 13:34:00,2020-10-31 14:15:00,4202,33.991161,-118.468292,4543,33.95718,-118.451248,16102,standard
11,2020-10-31 13:34:00,2020-10-31 13:45:00,3024,34.05772,-118.24897,3063,34.048038,-118.253738,6614,standard
6,2020-10-31 13:36:00,2020-10-31 13:42:00,4215,34.014309,-118.491341,4216,34.023392,-118.479637,19315,electric
